 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 16.3818  4.63362346E-01  4.63362346E-01  4.63362346E-01             NaN             NaN             NaN
 16.4460  4.32541159E-01  4.32541159E-01  4.32541159E-01             NaN             NaN             NaN
 16.5103  4.07077247E-01  4.07077247E-01  4.07077247E-01             NaN             NaN             NaN
 16.5745  3.89167764E-01  3.89167764E-01  3.89167764E-01             NaN             NaN             NaN
 16.6387  3.77920175E-01  3.77920175E-01  3.77920175E-01             NaN             NaN             NaN
 16.7030  3.71939922E-01  3.71939922E-01  3.71939922E-01             NaN             NaN             NaN
 16.7672  3.69982456E-01  3.69982456E-01  3.69982456E-01             NaN             NaN             NaN
 16.8315  3.70356407E-01  3.70356407E-01  3.70356407E-01             NaN             NaN             NaN
 16.8957  3.70387327E-01  3.70387327E-01  3.70387327E-01             NaN             NaN             NaN
 16.9600  3.67348843E-01  3.67348843E-01  3.67348843E-01             NaN             NaN             NaN
 17.0242  3.60359173E-01  3.60359173E-01  3.60359173E-01             NaN             NaN             NaN
 17.0884  3.50845941E-01  3.50845941E-01  3.50845941E-01             NaN             NaN             NaN
 17.1527  3.41003204E-01  3.41003204E-01  3.41003204E-01             NaN             NaN             NaN
 17.2169  3.32531127E-01  3.32531127E-01  3.32531127E-01             NaN             NaN             NaN
 17.2812  3.26457238E-01  3.26457238E-01  3.26457238E-01             NaN             NaN             NaN
 17.3454  3.23463920E-01  3.23463920E-01  3.23463920E-01             NaN             NaN             NaN
 17.4097  3.23891754E-01  3.23891754E-01  3.23891754E-01             NaN             NaN             NaN
 17.4739  3.27768260E-01  3.27768260E-01  3.27768260E-01             NaN             NaN             NaN
 17.5381  3.34938430E-01  3.34938430E-01  3.34938430E-01             NaN             NaN             NaN
 17.6024  3.45298591E-01  3.45298591E-01  3.45298591E-01             NaN             NaN             NaN
 17.6666  3.58448569E-01  3.58448569E-01  3.58448569E-01             NaN             NaN             NaN
 17.7309  3.73119294E-01  3.73119294E-01  3.73119294E-01             NaN             NaN             NaN
 17.7951  3.87211911E-01  3.87211911E-01  3.87211911E-01             NaN             NaN             NaN
 17.8593  3.98947356E-01  3.98947356E-01  3.98947356E-01             NaN             NaN             NaN
 17.9236  4.07298907E-01  4.07298907E-01  4.07298907E-01             NaN             NaN             NaN
 17.9878  4.11042169E-01  4.11042169E-01  4.11042169E-01             NaN             NaN             NaN
 18.0521  4.08547790E-01  4.08547790E-01  4.08547790E-01             NaN             NaN             NaN
 18.1163  3.99894473E-01  3.99894473E-01  3.99894473E-01             NaN             NaN             NaN
 18.1806  3.88437170E-01  3.88437170E-01  3.88437170E-01             NaN             NaN             NaN
 18.2448  3.79146494E-01  3.79146494E-01  3.79146494E-01             NaN             NaN             NaN
 18.3090  3.75820007E-01  3.75820007E-01  3.75820007E-01             NaN             NaN             NaN
 18.3733  3.79583775E-01  3.79583775E-01  3.79583775E-01             NaN             NaN             NaN
 18.4375  3.87792368E-01  3.87792368E-01  3.87792368E-01             NaN             NaN             NaN
 18.5018  3.94826413E-01  3.94826413E-01  3.94826413E-01             NaN             NaN             NaN
 18.5660  3.96551581E-01  3.96551581E-01  3.96551581E-01             NaN             NaN             NaN
 18.6303  3.93502698E-01  3.93502698E-01  3.93502698E-01             NaN             NaN             NaN
 18.6945  3.89034280E-01  3.89034280E-01  3.89034280E-01             NaN             NaN             NaN
 18.7587  3.86103890E-01  3.86103890E-01  3.86103890E-01             NaN             NaN             NaN
 18.8230  3.86455235E-01  3.86455235E-01  3.86455235E-01             NaN             NaN             NaN
 18.8872  3.91082946E-01  3.91082946E-01  3.91082946E-01             NaN             NaN             NaN
 18.9515  3.98585215E-01  3.98585215E-01  3.98585215E-01             NaN             NaN             NaN
 19.0157  4.03337095E-01  4.03337095E-01  4.03337095E-01             NaN             NaN             NaN
 19.0800  3.98604643E-01  3.98604643E-01  3.98604643E-01             NaN             NaN             NaN
 19.1442  3.83871904E-01  3.83871904E-01  3.83871904E-01             NaN             NaN             NaN
 19.2084  3.65174272E-01  3.65174272E-01  3.65174272E-01             NaN             NaN             NaN
 19.2727  3.48873623E-01  3.48873623E-01  3.48873623E-01             NaN             NaN             NaN
